step,id,x,y,gx,gy,priority,battery,blocked
236,15,13,1,0,0,-1,92,228
236,16,6,18,2,17,2,90,226
236,17,-1,-1,-1,-1,-1,100,76
236,18,1,0,1,1,2,19,155
236,19,8,1,1,3,2,90,226
236,20,-1,-1,-1,-1,-1,100,77
236,21,12,1,16,1,1,93,229
236,22,-1,-1,-1,-1,-1,100,0
236,23,2,1,2,10,1,87,223
236,24,-1,-1,-1,-1,-1,100,153
236,25,19,1,17,9,2,91,227
236,26,-1,-1,-1,-1,-1,100,0
236,27,7,1,7,8,0,95,231
236,28,0,1,17,8,2,96,232
236,29,3,1,10,3,2,88,224
237,0,-1,-1,-1,-1,-1,100,1
237,1,4,18,2,9,2,89,226
237,2,7,2,13,12,0,95,232
237,3,5,18,1,19,0,90,227
237,4,-1,-1,-1,-1,-1,100,0
237,5,-1,-1,-1,-1,-1,100,0
237,6,-1,-1,-1,-1,-1,100,77
237,7,2,18,17,7,1,96,233
237,8,9,2,7,3,0,89,226
237,9,-1,-1,-1,-1,-1,100,0
237,10,-1,-1,-1,-1,-1,100,0
237,11,8,2,7,14,1,94,231
237,12,-1,-1,-1,-1,-1,100,76
237,13,-1,-1,-1,-1,-1,100,154
237,14,0,18,1,6,1,95,232
237,15,13,1,0,0,-1,92,229
237,16,6,18,2,17,2,90,227
237,17,-1,-1,-1,-1,-1,100,76
237,18,1,1,1,1,2,18,155
237,19,8,1,1,3,2,90,227
237,20,-1,-1,-1,-1,-1,100,77
237,21,12,1,16,1,1,93,230
237,22,-1,-1,-1,-1,-1,100,0
237,23,2,1,2,10,1,87,224
237,24,-1,-1,-1,-1,-1,100,153
237,25,18,1,17,9,2,90,227
237,26,-1,-1,-1,-1,-1,100,0
237,27,7,1,7,8,0,95,232
237,28,0,1,17,8,2,96,233
237,29,3,1,10,3,2,88,225
238,0,-1,-1,-1,-1,-1,100,1
238,1,3,18,2,9,2,88,226
238,2,7,2,13,12,0,95,233
238,3,5,18,1,19,0,90,228
238,4,-1,-1,-1,-1,-1,100,0
238,5,-1,-1,-1,-1,-1,100,0
238,6,-1,-1,-1,-1,-1,100,77
238,7,1,18,17,7,1,95,233
238,8,9,2,7,3,0,89,227
238,9,-1,-1,-1,-1,-1,100,0
238,10,-1,-1,-1,-1,-1,100,0
238,11,8,2,7,14,1,94,232
238,12,-1,-1,-1,-1,-1,100,76
238,13,-1,-1,-1,-1,-1,100,154
238,14,0,18,1,6,1,95,233
238,15,13,1,0,0,-1,92,230
238,16,6,18,2,17,2,90,228
238,17,-1,-1,-1,-1,-1,100,76
238,18,-1,-1,-1,-1,-1,100,155
238,19,8,1,1,3,2,90,228
238,20,-1,-1,-1,-1,-1,100,77
238,21,12,1,16,1,1,93,231
238,22,-1,-1,-1,-1,-1,100,0
238,23,1,1,2,10,1,86,224
238,24,-1,-1,-1,-1,-1,100,153
238,25,17,1,17,9,2,89,227
238,26,-1,-1,-1,-1,-1,100,0
238,27,7,1,7,8,0,95,233
238,28,0,1,17,8,2,96,234
238,29,3,1,10,3,2,88,226
239,0,-1,-1,-1,-1,-1,100,1
239,1,2,18,2,9,2,87,226
239,2,7,2,13,12,0,95,234
239,3,4,18,1,19,0,89,228
239,4,-1,-1,-1,-1,-1,100,0
239,5,-1,-1,-1,-1,-1,100,0
239,6,-1,-1,-1,-1,-1,100,77
239,7,1,19,17,7,1,94,233
239,8,9,2,7,3,0,89,228
239,9,-1,-1,-1,-1,-1,100,0
239,10,-1,-1,-1,-1,-1,100,0
239,11,8,2,7,14,1,94,233
239,12,-1,-1,-1,-1,-1,100,76
239,13,-1,-1,-1,-1,-1,100,154
239,14,0,18,1,6,1,95,234
239,15,13,1,0,0,-1,92,231
239,16,6,18,2,17,2,90,229
239,17,-1,-1,-1,-1,-1,100,76
239,18,-1,-1,-1,-1,-1,100,155
239,19,8,1,1,3,2,90,229
239,20,-1,-1,-1,-1,-1,100,77
239,21,12,1,16,1,1,93,232
239,22,-1,-1,-1,-1,-1,100,0
239,23,2,1,2,10,1,85,224
239,24,-1,-1,-1,-1,-1,100,153
239,25,18,1,17,9,2,88,227
239,26,-1,-1,-1,-1,-1,100,0
239,27,7,1,7,8,0,95,234
239,28,0,1,17,8,2,96,235
239,29,3,1,10,3,2,88,227
240,0,-1,-1,-1,-1,-1,100,1
240,1,1,18,2,9,2,86,226
240,2,7,2,13,12,0,95,235
240,3,3,18,1,19,0,88,228
240,4,-1,-1,-1,-1,-1,100,0
240,5,-1,-1,-1,-1,-1,100,0
240,6,-1,-1,-1,-1,-1,100,77
240,7,1,19,17,7,1,94,234
240,8,9,2,7,3,0,89,229
240,9,-1,-1,-1,-1,-1,100,0
240,10,-1,-1,-1,-1,-1,100,0
240,11,8,2,7,14,1,94,234
240,12,-1,-1,-1,-1,-1,100,76
240,13,-1,-1,-1,-1,-1,100,154
240,14,0,18,1,6,1,95,235
240,15,13,1,0,0,-1,92,232
240,16,5,18,2,17,2,89,229
240,17,-1,-1,-1,-1,-1,100,76
240,18,-1,-1,-1,-1,-1,100,155
240,19,8,1,1,3,2,90,230
240,20,-1,-1,-1,-1,-1,100,77
240,21,12,1,16,1,1,93,233
240,22,-1,-1,-1,-1,-1,100,0
240,23,1,1,2,10,1,84,224
240,24,-1,-1,-1,-1,-1,100,153
240,25,19,1,17,9,2,87,227
240,26,-1,-1,-1,-1,-1,100,0
240,27,7,1,7,8,0,95,235
240,28,0,1,17,8,2,96,236
240,29,3,1,10,3,2,88,228
241,0,-1,-1,-1,-1,-1,100,1
241,1,2,18,2,9,2,85,226
241,2,7,2,13,12,0,95,236
241,3,3,18,1,19,0,88,229
241,4,-1,-1,-1,-1,-1,100,0
241,5,-1,-1,-1,-1,-1,100,0
241,6,-1,-1,-1,-1,-1,100,77
241,7,1,19,17,7,1,94,235
241,8,9,2,7,3,0,89,230
241,9,-1,-1,-1,-1,-1,100,0
241,10,-1,-1,-1,-1,-1,100,0
241,11,8,2,7,14,1,94,235
241,12,-1,-1,-1,-1,-1,100,76
241,13,-1,-1,-1,-1,-1,100,154
241,14,0,18,1,6,1,95,236
241,15,13,1,0,0,-1,92,233
241,16,4,18,2,17,2,88,229
241,17,-1,-1,-1,-1,-1,100,76
241,18,-1,-1,-1,-1,-1,100,155
241,19,8,1,1,3,2,90,231
241,20,-1,-1,-1,-1,-1,100,77
241,21,12,1,16,1,1,93,234
241,22,-1,-1,-1,-1,-1,100,0
241,23,2,1,2,10,1,83,224
241,24,-1,-1,-1,-1,-1,100,153
241,25,18,1,17,9,2,86,227
241,26,-1,-1,-1,-1,-1,100,0
241,27,7,1,7,8,0,95,236
241,28,0,1,17,8,2,96,237
241,29,3,1,10,3,2,88,229
242,0,-1,-1,-1,-1,-1,100,1
242,1,1,18,2,9,2,84,226
242,2,7,2,13,12,0,95,237
242,3,3,18,1,19,0,88,230
242,4,-1,-1,-1,-1,-1,100,0
242,5,-1,-1,-1,-1,-1,100,0
242,6,-1,-1,-1,-1,-1,100,77
242,7,1,19,17,7,1,94,236
242,8,9,2,7,3,0,89,231
242,9,-1,-1,-1,-1,-1,100,0
242,10,-1,-1,-1,-1,-1,100,0
242,11,8,2,7,14,1,94,236
242,12,-1,-1,-1,-1,-1,100,76
242,13,-1,-1,-1,-1,-1,100,154
242,14,0,18,1,6,1,95,237
242,15,13,1,0,0,-1,92,234
242,16,4,18,2,17,2,88,230
242,17,-1,-1,-1,-1,-1,100,76
242,18,-1,-1,-1,-1,-1,100,155
242,19,8,1,1,3,2,90,232
242,20,-1,-1,-1,-1,-1,100,77
242,21,12,1,16,1,1,93,235
242,22,-1,-1,-1,-1,-1,100,0
242,23,1,1,2,10,1,82,224
242,24,-1,-1,-1,-1,-1,100,153
242,25,19,1,17,9,2,85,227
242,26,-1,-1,-1,-1,-1,100,0
242,27,7,1,7,8,0,95,237
242,28,0,1,17,8,2,96,238
242,29,3,1,10,3,2,88,230
243,0,-1,-1,-1,-1,-1,100,1
243,1,2,18,2,9,2,83,226
243,2,7,2,13,12,0,95,238
243,3,3,18,1,19,0,88,231
243,4,-1,-1,-1,-1,-1,100,0
243,5,-1,-1,-1,-1,-1,100,0
243,6,-1,-1,-1,-1,-1,100,77
243,7,1,19,17,7,1,94,237
243,8,9,2,7,3,0,89,232
243,9,-1,-1,-1,-1,-1,100,0
243,10,-1,-1,-1,-1,-1,100,0
243,11,8,2,7,14,1,94,237
243,12,-1,-1,-1,-1,-1,100,76
243,13,-1,-1,-1,-1,-1,100,154
243,14,0,18,1,6,1,95,238
243,15,13,1,0,0,-1,92,235
243,16,4,18,2,17,2,88,231
243,17,-1,-1,-1,-1,-1,100,76
243,18,-1,-1,-1,-1,-1,100,155
243,19,8,1,1,3,2,90,233
243,20,-1,-1,-1,-1,-1,100,77
243,21,12,1,16,1,1,93,236
243,22,-1,-1,-1,-1,-1,100,0
243,23,2,1,2,10,1,81,224
243,24,-1,-1,-1,-1,-1,100,153
243,25,18,1,17,9,2,84,227
243,26,-1,-1,-1,-1,-1,100,0
243,27,7,1,7,8,0,95,238
243,28,0,1,17,8,2,96,239
243,29,3,1,10,3,2,88,231
244,0,-1,-1,-1,-1,-1,100,1
244,1,1,18,2,9,2,82,226
244,2,7,2,13,12,0,95,239
244,3,3,18,1,19,0,88,232
244,4,-1,-1,-1,-1,-1,100,0
244,5,-1,-1,-1,-1,-1,100,0
244,6,-1,-1,-1,-1,-1,100,77
244,7,1,19,17,7,1,94,238
244,8,9,2,7,3,0,89,233
244,9,-1,-1,-1,-1,-1,100,0
244,10,-1,-1,-1,-1,-1,100,0
244,11,8,2,7,14,1,94,238
244,12,-1,-1,-1,-1,-1,100,76
244,13,-1,-1,-1,-1,-1,100,154
244,14,0,18,1,6,1,95,239
244,15,13,1,0,0,-1,92,236
244,16,4,18,2,17,2,88,232
244,17,-1,-1,-1,-1,-1,100,76
244,18,-1,-1,-1,-1,-1,100,155
244,19,8,1,1,3,2,90,234
244,20,-1,-1,-1,-1,-1,100,77
244,21,12,1,16,1,1,93,237
244,22,-1,-1,-1,-1,-1,100,0
244,23,1,1,2,10,1,80,224
244,24,-1,-1,-1,-1,-1,100,153
244,25,19,1,17,9,2,83,227
244,26,-1,-1,-1,-1,-1,100,0
244,27,7,1,7,8,0,95,239
244,28,0,1,17,8,2,96,240
244,29,3,1,10,3,2,88,232
245,0,-1,-1,-1,-1,-1,100,1
245,1,2,18,2,9,2,81,226
245,2,7,2,13,12,0,95,240
245,3,3,18,1,19,0,88,233
245,4,-1,-1,-1,-1,-1,100,0
245,5,-1,-1,-1,-1,-1,100,0
245,6,-1,-1,-1,-1,-1,100,77
245,7,1,19,17,7,1,94,239
245,8,9,2,7,3,0,89,234
245,9,-1,-1,-1,-1,-1,100,0
245,10,-1,-1,-1,-1,-1,100,0
245,11,8,2,7,14,1,94,239
245,12,-1,-1,-1,-1,-1,100,76
245,13,-1,-1,-1,-1,-1,100,154
245,14,0,18,1,6,1,95,240
245,15,13,1,0,0,-1,92,237
245,16,4,18,2,17,2,88,233
245,17,-1,-1,-1,-1,-1,100,76
245,18,-1,-1,-1,-1,-1,100,155
245,19,8,1,1,3,2,90,235
245,20,-1,-1,-1,-1,-1,100,77
245,21,12,1,16,1,1,93,238
245,22,-1,-1,-1,-1,-1,100,0
245,23,1,2,2,10,1,79,224
245,24,-1,-1,-1,-1,-1,100,153
245,25,18,1,17,9,2,82,227
245,26,-1,-1,-1,-1,-1,100,0
245,27,7,1,7,8,0,95,240
245,28,0,1,17,8,2,96,241
245,29,2,1,10,3,2,87,232
246,0,-1,-1,-1,-1,-1,100,1
246,1,1,18,2,9,2,80,226
246,2,7,2,13,12,0,95,241
246,3,3,18,1,19,0,88,234
246,4,-1,-1,-1,-1,-1,100,0
246,5,-1,-1,-1,-1,-1,100,0
246,6,-1,-1,-1,-1,-1,100,77
246,7,1,19,17,7,1,94,240
246,8,9,2,7,3,0,89,235
246,9,-1,-1,-1,-1,-1,100,0
246,10,-1,-1,-1,-1,-1,100,0
246,11,8,2,7,14,1,94,240
246,12,-1,-1,-1,-1,-1,100,76
246,13,-1,-1,-1,-1,-1,100,154
246,14,0,18,1,6,1,95,241
246,15,13,1,0,0,-1,92,238
246,16,4,18,2,17,2,88,234
246,17,-1,-1,-1,-1,-1,100,76
246,18,-1,-1,-1,-1,-1,100,155
246,19,8,1,1,3,2,90,236
246,20,-1,-1,-1,-1,-1,100,77
246,21,12,1,16,1,1,93,239
246,22,-1,-1,-1,-1,-1,100,0
246,23,1,1,2,10,1,78,224
246,24,-1,-1,-1,-1,-1,100,153
246,25,18,2,17,9,2,81,227
246,26,-1,-1,-1,-1,-1,100,0
246,27,7,1,7,8,0,95,241
246,28,0,1,17,8,2,96,242
246,29,2,1,10,3,2,87,233
247,0,-1,-1,-1,-1,-1,100,1
247,1,1,17,2,9,2,79,226
247,2,7,2,13,12,0,95,242
247,3,2,18,1,19,0,87,234
247,4,-1,-1,-1,-1,-1,100,0
247,5,-1,-1,-1,-1,-1,100,0
247,6,-1,-1,-1,-1,-1,100,77
247,7,1,19,17,7,1,94,241
247,8,9,2,7,3,0,89,236
247,9,-1,-1,-1,-1,-1,100,0
247,10,-1,-1,-1,-1,-1,100,0
247,11,8,2,7,14,1,94,241
247,12,-1,-1,-1,-1,-1,100,76
247,13,-1,-1,-1,-1,-1,100,154
247,14,0,18,1,6,1,95,242
247,15,13,1,0,0,-1,92,239
247,16,4,18,2,17,2,88,235
247,17,-1,-1,-1,-1,-1,100,76
247,18,-1,-1,-1,-1,-1,100,155
247,19,8,1,1,3,2,90,237
247,20,-1,-1,-1,-1,-1,100,77
247,21,12,1,16,1,1,93,240
247,22,-1,-1,-1,-1,-1,100,0
247,23,1,2,2,10,1,77,224
247,24,-1,-1,-1,-1,-1,100,153
247,25,18,1,17,9,2,80,227
247,26,-1,-1,-1,-1,-1,100,0
247,27,7,1,7,8,0,95,242
247,28,0,1,17,8,2,96,243
247,29,2,1,10,3,2,87,234
248,0,-1,-1,-1,-1,-1,100,1
248,1,1,18,2,9,2,78,226
248,2,7,2,13,12,0,95,243
248,3,2,18,1,19,0,87,235
248,4,-1,-1,-1,-1,-1,100,0
248,5,-1,-1,-1,-1,-1,100,0
248,6,-1,-1,-1,-1,-1,100,77
248,7,1,19,17,7,1,94,242
248,8,9,2,7,3,0,89,237
248,9,-1,-1,-1,-1,-1,100,0
248,10,-1,-1,-1,-1,-1,100,0
248,11,8,2,7,14,1,94,242
248,12,-1,-1,-1,-1,-1,100,76
248,13,-1,-1,-1,-1,-1,100,154
248,14,0,18,1,6,1,95,243
248,15,13,1,0,0,-1,92,240
248,16,3,18,2,17,2,87,235
248,17,-1,-1,-1,-1,-1,100,76
248,18,-1,-1,-1,-1,-1,100,155
248,19,8,1,1,3,2,90,238
248,20,-1,-1,-1,-1,-1,100,77
248,21,12,1,16,1,1,93,241
248,22,-1,-1,-1,-1,-1,100,0
248,23,1,1,2,10,1,76,224
248,24,-1,-1,-1,-1,-1,100,153
248,25,17,1,17,9,2,79,227
248,26,-1,-1,-1,-1,-1,100,0
248,27,7,1,7,8,0,95,243
248,28,0,1,17,8,2,96,244
248,29,2,1,10,3,2,87,235
249,0,-1,-1,-1,-1,-1,100,1
249,1,1,17,2,9,2,77,226
249,2,7,2,13,12,0,95,244
249,3,2,18,1,19,0,87,236
249,4,-1,-1,-1,-1,-1,100,0
249,5,-1,-1,-1,-1,-1,100,0
249,6,-1,-1,-1,-1,-1,100,77
249,7,1,19,17,7,1,94,243
249,8,9,2,7,3,0,89,238
249,9,-1,-1,-1,-1,-1,100,0
249,10,-1,-1,-1,-1,-1,100,0
249,11,8,2,7,14,1,94,243
249,12,-1,-1,-1,-1,-1,100,76
249,13,-1,-1,-1,-1,-1,100,154
249,14,0,18,1,6,1,95,244
249,15,13,1,0,0,-1,92,241
249,16,3,18,2,17,2,87,236
249,17,-1,-1,-1,-1,-1,100,76
249,18,-1,-1,-1,-1,-1,100,155
249,19,8,1,1,3,2,90,239
249,20,-1,-1,-1,-1,-1,100,77
249,21,12,1,16,1,1,93,242
249,22,-1,-1,-1,-1,-1,100,0
249,23,1,0,2,10,1,75,224
249,24,-1,-1,-1,-1,-1,100,153
249,25,18,1,17,9,2,78,227
249,26,-1,-1,-1,-1,-1,100,0
249,27,7,1,7,8,0,95,244
249,28,0,1,17,8,2,96,245
249,29,2,1,10,3,2,87,236
250,0,-1,-1,-1,-1,-1,100,1
250,1,1,18,2,9,2,76,226
250,2,7,2,13,12,0,95,245
250,3,2,18,1,19,0,87,237
250,4,-1,-1,-1,-1,-1,100,0
250,5,-1,-1,-1,-1,-1,100,0
250,6,-1,-1,-1,-1,-1,100,77
250,7,1,19,17,7,1,94,244
250,8,9,2,7,3,0,89,239
250,9,-1,-1,-1,-1,-1,100,0
250,10,-1,-1,-1,-1,-1,100,0
250,11,8,2,7,14,1,94,244
250,12,-1,-1,-1,-1,-1,100,76
250,13,-1,-1,-1,-1,-1,100,154
250,14,0,18,1,6,1,95,245
250,15,13,1,0,0,-1,92,242
250,16,3,18,2,17,2,87,237
250,17,-1,-1,-1,-1,-1,100,76
250,18,-1,-1,-1,-1,-1,100,155
250,19,8,1,1,3,2,90,240
250,20,-1,-1,-1,-1,-1,100,77
250,21,12,1,16,1,1,93,243
250,22,-1,-1,-1,-1,-1,100,0
250,23,1,1,2,10,1,74,224
250,24,-1,-1,-1,-1,-1,100,153
250,25,19,1,17,9,2,77,227
250,26,-1,-1,-1,-1,-1,100,0
250,27,7,1,7,8,0,95,245
250,28,0,1,17,8,2,96,246
250,29,2,1,10,3,2,87,237
251,0,-1,-1,-1,-1,-1,100,1
251,1,1,17,2,9,2,75,226
251,2,7,2,13,12,0,95,246
251,3,2,18,1,19,0,87,238
251,4,-1,-1,-1,-1,-1,100,0
251,5,-1,-1,-1,-1,-1,100,0
251,6,-1,-1,-1,-1,-1,100,77
251,7,1,19,17,7,1,94,245
251,8,9,2,7,3,0,89,240
251,9,-1,-1,-1,-1,-1,100,0
251,10,-1,-1,-1,-1,-1,100,0
251,11,8,2,7,14,1,94,245
251,12,-1,-1,-1,-1,-1,100,76
251,13,-1,-1,-1,-1,-1,100,154
251,14,0,18,1,6,1,95,246
251,15,13,1,0,0,-1,92,243
251,16,3,18,2,17,2,87,238
251,17,-1,-1,-1,-1,-1,100,76
251,18,-1,-1,-1,-1,-1,100,155
251,19,8,1,1,3,2,90,241
251,20,-1,-1,-1,-1,-1,100,77
251,21,12,1,16,1,1,93,244
251,22,-1,-1,-1,-1,-1,100,0
251,23,1,0,2,10,1,73,224
251,24,-1,-1,-1,-1,-1,100,153
251,25,18,1,17,9,2,76,227
251,26,-1,-1,-1,-1,-1,100,0
251,27,7,1,7,8,0,95,246
251,28,0,1,17,8,2,96,247
251,29,2,1,10,3,2,87,238
252,0,-1,-1,-1,-1,-1,100,1
252,1,1,18,2,9,2,74,226
252,2,7,2,13,12,0,95,247
252,3,2,18,1,19,0,87,239
252,4,-1,-1,-1,-1,-1,100,0
252,5,-1,-1,-1,-1,-1,100,0
252,6,-1,-1,-1,-1,-1,100,77
252,7,1,19,17,7,1,94,246
252,8,9,2,7,3,0,89,241
252,9,-1,-1,-1,-1,-1,100,0
252,10,-1,-1,-1,-1,-1,100,0
252,11,8,2,7,14,1,94,246
252,12,-1,-1,-1,-1,-1,100,76
252,13,-1,-1,-1,-1,-1,100,154
252,14,0,18,1,6,1,95,247
252,15,13,1,0,0,-1,92,244
252,16,3,18,2,17,2,87,239
252,17,-1,-1,-1,-1,-1,100,76
252,18,-1,-1,-1,-1,-1,100,155
252,19,8,1,1,3,2,90,242
252,20,-1,-1,-1,-1,-1,100,77
252,21,12,1,16,1,1,93,245
252,22,-1,-1,-1,-1,-1,100,0
252,23,1,1,2,10,1,72,224
252,24,-1,-1,-1,-1,-1,100,153
252,25,19,1,17,9,2,75,227
252,26,-1,-1,-1,-1,-1,100,0
252,27,7,1,7,8,0,95,247
252,28,0,1,17,8,2,96,248
252,29,2,1,10,3,2,87,239
253,0,-1,-1,-1,-1,-1,100,1
253,1,1,17,2,9,2,73,226
253,2,7,2,13,12,0,95,248
253,3,2,18,1,19,0,87,240
253,4,-1,-1,-1,-1,-1,100,0
253,5,-1,-1,-1,-1,-1,100,0
253,6,-1,-1,-1,-1,-1,100,77
253,7,1,19,17,7,1,94,247
253,8,9,2,7,3,0,89,242
253,9,-1,-1,-1,-1,-1,100,0
253,10,-1,-1,-1,-1,-1,100,0
253,11,8,2,7,14,1,94,247
253,12,-1,-1,-1,-1,-1,100,76
253,13,-1,-1,-1,-1,-1,100,154
253,14,0,18,1,6,1,95,248
253,15,13,1,0,0,-1,92,245
253,16,3,18,2,17,2,87,240
253,17,-1,-1,-1,-1,-1,100,76
253,18,-1,-1,-1,-1,-1,100,155
253,19,8,1,1,3,2,90,243
253,20,-1,-1,-1,-1,-1,100,77
253,21,12,1,16,1,1,93,246
253,22,-1,-1,-1,-1,-1,100,0
253,23,1,0,2,10,1,71,224
253,24,-1,-1,-1,-1,-1,100,153
253,25,18,1,17,9,2,74,227
253,26,-1,-1,-1,-1,-1,100,0
253,27,7,1,7,8,0,95,248
253,28,0,1,17,8,2,96,249
253,29,2,1,10,3,2,87,240
254,0,-1,-1,-1,-1,-1,100,1
254,1,1,18,2,9,2,72,226
254,2,7,2,13,12,0,95,249
254,3,2,18,1,19,0,87,241
254,4,-1,-1,-1,-1,-1,100,0
254,5,-1,-1,-1,-1,-1,100,0
254,6,-1,-1,-1,-1,-1,100,77
254,7,1,19,17,7,1,94,248
254,8,9,2,7,3,0,89,243
254,9,-1,-1,-1,-1,-1,100,0
254,10,-1,-1,-1,-1,-1,100,0
254,11,8,2,7,14,1,94,248
254,12,-1,-1,-1,-1,-1,100,76
254,13,-1,-1,-1,-1,-1,100,154
254,14,0,18,1,6,1,95,249
254,15,13,1,0,0,-1,92,246
254,16,3,18,2,17,2,87,241
254,17,-1,-1,-1,-1,-1,100,76
254,18,-1,-1,-1,-1,-1,100,155
254,19,8,1,1,3,2,90,244
254,20,-1,-1,-1,-1,-1,100,77
254,21,12,1,16,1,1,93,247
254,22,-1,-1,-1,-1,-1,100,0
254,23,1,1,2,10,1,70,224
254,24,-1,-1,-1,-1,-1,100,153
254,25,17,1,17,9,2,73,227
254,26,-1,-1,-1,-1,-1,100,0
254,27,7,1,7,8,0,95,249
254,28,0,1,17,8,2,96,250
254,29,2,1,10,3,2,87,241
255,0,-1,-1,-1,-1,-1,100,1
255,1,1,17,2,9,2,71,226
255,2,7,2,13,12,0,95,250
255,3,2,18,1,19,0,87,242
255,4,-1,-1,-1,-1,-1,100,0
255,5,-1,-1,-1,-1,-1,100,0
255,6,-1,-1,-1,-1,-1,100,77
255,7,1,19,17,7,1,94,249
255,8,9,2,7,3,0,89,244
255,9,-1,-1,-1,-1,-1,100,0
255,10,-1,-1,-1,-1,-1,100,0
255,11,8,2,7,14,1,94,249
255,12,-1,-1,-1,-1,-1,100,76
255,13,-1,-1,-1,-1,-1,100,154
255,14,0,18,1,6,1,95,250
255,15,13,1,0,0,-1,92,247
255,16,3,18,2,17,2,87,242
255,17,-1,-1,-1,-1,-1,100,76
255,18,-1,-1,-1,-1,-1,100,155
255,19,8,1,1,3,2,90,245
255,20,-1,-1,-1,-1,-1,100,77
255,21,12,1,16,1,1,93,248
255,22,-1,-1,-1,-1,-1,100,0
255,23,1,0,2,10,1,69,224
255,24,-1,-1,-1,-1,-1,100,153
255,25,18,1,17,9,2,72,227
255,26,-1,-1,-1,-1,-1,100,0
255,27,7,1,7,8,0,95,250
255,28,0,1,17,8,2,96,251
255,29,2,1,10,3,2,87,242
256,0,-1,-1,-1,-1,-1,100,1
256,1,1,18,2,9,2,70,226
256,2,7,2,13,12,0,95,251
256,3,2,18,1,19,0,87,243
256,4,-1,-1,-1,-1,-1,100,0
256,5,-1,-1,-1,-1,-1,100,0
256,6,-1,-1,-1,-1,-1,100,77
256,7,1,19,17,7,1,94,250
256,8,9,2,7,3,0,89,245
256,9,-1,-1,-1,-1,-1,100,0
256,10,-1,-1,-1,-1,-1,100,0
256,11,8,2,7,14,1,94,250
256,12,-1,-1,-1,-1,-1,100,76
256,13,-1,-1,-1,-1,-1,100,154
256,14,0,18,1,6,1,95,251
256,15,13,1,0,0,-1,92,248
256,16,3,18,2,17,2,87,243
256,17,-1,-1,-1,-1,-1,100,76
256,18,-1,-1,-1,-1,-1,100,155
256,19,8,1,1,3,2,90,246
256,20,-1,-1,-1,-1,-1,100,77
256,21,12,1,16,1,1,93,249
256,22,-1,-1,-1,-1,-1,100,0
256,23,1,1,2,10,1,68,224
256,24,-1,-1,-1,-1,-1,100,153
256,25,17,1,17,9,2,71,227
256,26,-1,-1,-1,-1,-1,100,0
256,27,7,1,7,8,0,95,251
256,28,0,1,17,8,2,96,252
256,29,2,1,10,3,2,87,243
257,0,-1,-1,-1,-1,-1,100,1
257,1,1,17,2,9,2,69,226
257,2,7,2,13,12,0,95,252
257,3,2,18,1,19,0,87,244
257,4,-1,-1,-1,-1,-1,100,0
257,5,-1,-1,-1,-1,-1,100,0
257,6,-1,-1,-1,-1,-1,100,77
257,7,1,19,17,7,1,94,251
257,8,9,2,7,3,0,89,246
257,9,-1,-1,-1,-1,-1,100,0
257,10,-1,-1,-1,-1,-1,100,0
257,11,8,2,7,14,1,94,251
257,12,-1,-1,-1,-1,-1,100,76
257,13,-1,-1,-1,-1,-1,100,154
257,14,0,18,1,6,1,95,252
257,15,13,1,0,0,-1,92,249
257,16,3,18,2,17,2,87,244
257,17,-1,-1,-1,-1,-1,100,76
257,18,-1,-1,-1,-1,-1,100,155
257,19,8,1,1,3,2,90,247
257,20,-1,-1,-1,-1,-1,100,77
257,21,12,1,16,1,1,93,250
257,22,-1,-1,-1,-1,-1,100,0
257,23,1,0,2,10,1,67,224
257,24,-1,-1,-1,-1,-1,100,153
257,25,18,1,17,9,2,70,227
257,26,-1,-1,-1,-1,-1,100,0
257,27,7,1,7,8,0,95,252
257,28,0,1,17,8,2,96,253
257,29,2,1,10,3,2,87,244
258,0,-1,-1,-1,-1,-1,100,1
258,1,1,18,2,9,2,68,226
258,2,7,2,13,12,0,95,253
258,3,2,18,1,19,0,87,245
258,4,-1,-1,-1,-1,-1,100,0
258,5,-1,-1,-1,-1,-1,100,0
258,6,-1,-1,-1,-1,-1,100,77
258,7,1,19,17,7,1,94,252
258,8,9,2,7,3,0,89,247
258,9,-1,-1,-1,-1,-1,100,0
258,10,-1,-1,-1,-1,-1,100,0
258,11,8,2,7,14,1,94,252
258,12,-1,-1,-1,-1,-1,100,76
258,13,-1,-1,-1,-1,-1,100,154
258,14,0,18,1,6,1,95,253
258,15,13,1,0,0,-1,92,250
258,16,3,18,2,17,2,87,245
258,17,-1,-1,-1,-1,-1,100,76
258,18,-1,-1,-1,-1,-1,100,155
258,19,8,1,1,3,2,90,248
258,20,-1,-1,-1,-1,-1,100,77
258,21,12,1,16,1,1,93,251
258,22,-1,-1,-1,-1,-1,100,0
258,23,1,1,2,10,1,66,224
258,24,-1,-1,-1,-1,-1,100,153
258,25,17,1,17,9,2,69,227
258,26,-1,-1,-1,-1,-1,100,0
258,27,7,1,7,8,0,95,253
258,28,0,1,17,8,2,96,254
258,29,2,1,10,3,2,87,245
259,0,-1,-1,-1,-1,-1,100,1
259,1,1,17,2,9,2,67,226
259,2,7,2,13,12,0,95,254
259,3,2,18,1,19,0,87,246
259,4,-1,-1,-1,-1,-1,100,0
259,5,-1,-1,-1,-1,-1,100,0
259,6,-1,-1,-1,-1,-1,100,77
259,7,1,19,17,7,1,94,253
259,8,9,2,7,3,0,89,248
259,9,-1,-1,-1,-1,-1,100,0
259,10,-1,-1,-1,-1,-1,100,0
